Billing account ID,Project ID,Project Name,Service description,SKU description,Usage start date,Usage end date,Usage amount,Usage unit,Cost ($),Credits ($),Currency
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,Invocations,2024-07-01,2024-07-28,1559515.74,invocation,0.62,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Pub/Sub,Message Delivery Basic,2024-07-01,2024-07-28,0.26,tebibyte,10.45,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,BigQuery,Analysis Bytes Processed,2024-07-01,2024-07-28,2.68,tebibyte,13.38,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,BigQuery,Active Storage,2024-07-01,2024-07-28,176.21,gibibyte month,3.52,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud DNS,Managed Zone,2024-07-01,2024-07-28,0.97,managed zone month,0.19,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud DNS,Queries,2024-07-01,2024-07-28,4.79,million queries,1.91,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,N1 Standard 4 Instance Core running,2024-08-01,2024-08-28,1458.88,hour,277.19,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,N1 Highmem 4 Instance Core running,2024-08-01,2024-08-28,700.48,hour,175.68,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,SSD backed PD Capacity,2024-08-01,2024-08-28,416.22,gibibyte month,70.76,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,Network Egress via Carrier Peering,2024-08-01,2024-08-28,258.99,gibibyte,22.01,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: N1 Standard 4,2024-08-01,2024-08-28,689.1,hour,264.34,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: N1 Standard 2,2024-08-01,2024-08-28,701.14,hour,134.48,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: SSD Storage,2024-08-01,2024-08-28,203.38,gibibyte month,34.57,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: HA,2024-08-01,2024-08-28,699.43,hour,268.3,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Memorystore for Redis,Redis Capacity Standard M4,2024-08-01,2024-08-28,2812.64,gibibyte hour,137.82,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Standard Storage US Multi-region,2024-08-01,2024-08-28,631.01,gibibyte month,16.41,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Coldline Storage US Multi-region,2024-08-01,2024-08-28,2470.23,gibibyte month,17.29,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Class A Operations,2024-08-01,2024-08-28,14.96,10 thousand operations,0.75,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Network Egress,2024-08-01,2024-08-28,102.85,gibibyte,12.34,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Run,CPU Allocation Time,2024-08-01,2024-08-28,5606989.19,vcpu-second,134.57,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Run,Memory Allocation Time,2024-08-01,2024-08-28,3385475.69,gibibyte-second,8.46,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,CPU Time,2024-08-01,2024-08-28,542035.72,GHz-second,5.42,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,Memory Time,2024-08-01,2024-08-28,283452.28,gibibyte-second,0.71,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,Invocations,2024-08-01,2024-08-28,1877725.8,invocation,0.75,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Pub/Sub,Message Delivery Basic,2024-08-01,2024-08-28,0.29,tebibyte,11.68,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,BigQuery,Analysis Bytes Processed,2024-08-01,2024-08-28,2.96,tebibyte,14.79,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,BigQuery,Active Storage,2024-08-01,2024-08-28,186.4,gibibyte month,3.73,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud DNS,Managed Zone,2024-08-01,2024-08-28,1.05,managed zone month,0.21,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud DNS,Queries,2024-08-01,2024-08-28,4.8,million queries,1.92,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,N1 Standard 4 Instance Core running,2024-09-01,2024-09-28,1425.98,hour,270.94,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,N1 Highmem 4 Instance Core running,2024-09-01,2024-09-28,708.43,hour,177.67,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,SSD backed PD Capacity,2024-09-01,2024-09-28,414.47,gibibyte month,70.46,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,Network Egress via Carrier Peering,2024-09-01,2024-09-28,243.72,gibibyte,20.72,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: N1 Standard 4,2024-09-01,2024-09-28,697.7,hour,267.64,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: N1 Standard 2,2024-09-01,2024-09-28,716.3,hour,137.39,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: SSD Storage,2024-09-01,2024-09-28,198.44,gibibyte month,33.73,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: HA,2024-09-01,2024-09-28,704.06,hour,270.08,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Memorystore for Redis,Redis Capacity Standard M4,2024-09-01,2024-09-28,2846.94,gibibyte hour,139.5,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Standard Storage US Multi-region,2024-09-01,2024-09-28,649.47,gibibyte month,16.89,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Coldline Storage US Multi-region,2024-09-01,2024-09-28,2524.9,gibibyte month,17.67,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Class A Operations,2024-09-01,2024-09-28,15.54,10 thousand operations,0.78,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Network Egress,2024-09-01,2024-09-28,100.5,gibibyte,12.06,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Run,CPU Allocation Time,2024-09-01,2024-09-28,2882117.99,vcpu-second,69.17,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Run,Memory Allocation Time,2024-09-01,2024-09-28,6297416.89,gibibyte-second,15.74,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,CPU Time,2024-09-01,2024-09-28,1015057.65,GHz-second,10.15,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,Memory Time,2024-09-01,2024-09-28,412559.1,gibibyte-second,1.03,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,Invocations,2024-09-01,2024-09-28,2682187.17,invocation,1.07,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Pub/Sub,Message Delivery Basic,2024-09-01,2024-09-28,0.38,tebibyte,15.35,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,BigQuery,Analysis Bytes Processed,2024-09-01,2024-09-28,1.83,tebibyte,9.16,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,BigQuery,Active Storage,2024-09-01,2024-09-28,189.85,gibibyte month,3.8,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud DNS,Managed Zone,2024-09-01,2024-09-28,0.97,managed zone month,0.19,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud DNS,Queries,2024-09-01,2024-09-28,4.95,million queries,1.98,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,N1 Standard 4 Instance Core running,2024-10-01,2024-10-28,1376.44,hour,261.52,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,N1 Highmem 4 Instance Core running,2024-10-01,2024-10-28,711.29,hour,178.39,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,SSD backed PD Capacity,2024-10-01,2024-10-28,419.41,gibibyte month,71.3,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,Network Egress via Carrier Peering,2024-10-01,2024-10-28,244.13,gibibyte,20.75,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: N1 Standard 4,2024-10-01,2024-10-28,740.45,hour,284.04,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: N1 Standard 2,2024-10-01,2024-10-28,716.76,hour,137.47,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: SSD Storage,2024-10-01,2024-10-28,198.46,gibibyte month,33.74,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: HA,2024-10-01,2024-10-28,752.93,hour,288.82,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Memorystore for Redis,Redis Capacity Standard M4,2024-10-01,2024-10-28,3064.66,gibibyte hour,150.17,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Standard Storage US Multi-region,2024-10-01,2024-10-28,654.57,gibibyte month,17.02,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Coldline Storage US Multi-region,2024-10-01,2024-10-28,2643.74,gibibyte month,18.51,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Class A Operations,2024-10-01,2024-10-28,14.48,10 thousand operations,0.72,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Network Egress,2024-10-01,2024-10-28,97.97,gibibyte,11.76,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Run,CPU Allocation Time,2024-10-01,2024-10-28,8858261.79,vcpu-second,212.6,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Run,Memory Allocation Time,2024-10-01,2024-10-28,6974087.09,gibibyte-second,17.44,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,CPU Time,2024-10-01,2024-10-28,740614.06,GHz-second,7.41,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,Memory Time,2024-10-01,2024-10-28,463380.63,gibibyte-second,1.16,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,Invocations,2024-10-01,2024-10-28,2300249.86,invocation,0.92,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Pub/Sub,Message Delivery Basic,2024-10-01,2024-10-28,0.25,tebibyte,10.16,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,BigQuery,Analysis Bytes Processed,2024-10-01,2024-10-28,3.95,tebibyte,19.77,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,BigQuery,Active Storage,2024-10-01,2024-10-28,192.61,gibibyte month,3.85,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud DNS,Managed Zone,2024-10-01,2024-10-28,0.96,managed zone month,0.19,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud DNS,Queries,2024-10-01,2024-10-28,5.2,million queries,2.08,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,N1 Standard 4 Instance Core running,2024-11-01,2024-11-28,1403.46,hour,266.66,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,N1 Highmem 4 Instance Core running,2024-11-01,2024-11-28,726.81,hour,182.28,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,SSD backed PD Capacity,2024-11-01,2024-11-28,404.78,gibibyte month,68.81,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,Network Egress via Carrier Peering,2024-11-01,2024-11-28,247.98,gibibyte,21.08,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: N1 Standard 4,2024-11-01,2024-11-28,726.02,hour,278.5,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: N1 Standard 2,2024-11-01,2024-11-28,721.64,hour,138.41,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: SSD Storage,2024-11-01,2024-11-28,208.69,gibibyte month,35.48,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: HA,2024-11-01,2024-11-28,698.71,hour,268.02,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Memorystore for Redis,Redis Capacity Standard M4,2024-11-01,2024-11-28,2983.13,gibibyte hour,146.17,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Standard Storage US Multi-region,2024-11-01,2024-11-28,661.42,gibibyte month,17.2,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Coldline Storage US Multi-region,2024-11-01,2024-11-28,2671.03,gibibyte month,18.7,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Class A Operations,2024-11-01,2024-11-28,15.26,10 thousand operations,0.76,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Network Egress,2024-11-01,2024-11-28,98.0,gibibyte,11.76,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Run,CPU Allocation Time,2024-11-01,2024-11-28,5760219.41,vcpu-second,138.25,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Run,Memory Allocation Time,2024-11-01,2024-11-28,4096208.08,gibibyte-second,10.24,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,CPU Time,2024-11-01,2024-11-28,1788670.1,GHz-second,17.89,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,Memory Time,2024-11-01,2024-11-28,253945.32,gibibyte-second,0.63,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,Invocations,2024-11-01,2024-11-28,2555549.79,invocation,1.02,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Pub/Sub,Message Delivery Basic,2024-11-01,2024-11-28,0.61,tebibyte,24.29,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,BigQuery,Analysis Bytes Processed,2024-11-01,2024-11-28,2.83,tebibyte,14.14,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,BigQuery,Active Storage,2024-11-01,2024-11-28,205.62,gibibyte month,4.11,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud DNS,Managed Zone,2024-11-01,2024-11-28,1.02,managed zone month,0.2,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud DNS,Queries,2024-11-01,2024-11-28,5.06,million queries,2.02,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,N1 Standard 4 Instance Core running,2024-12-01,2024-12-28,1510.16,hour,286.93,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,N1 Highmem 4 Instance Core running,2024-12-01,2024-12-28,731.09,hour,183.36,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,SSD backed PD Capacity,2024-12-01,2024-12-28,380.31,gibibyte month,64.65,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Compute Engine,Network Egress via Carrier Peering,2024-12-01,2024-12-28,257.93,gibibyte,21.92,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: N1 Standard 4,2024-12-01,2024-12-28,705.56,hour,270.65,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: N1 Standard 2,2024-12-01,2024-12-28,731.76,hour,140.35,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: SSD Storage,2024-12-01,2024-12-28,208.78,gibibyte month,35.49,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud SQL,Cloud SQL for PostgreSQL: HA,2024-12-01,2024-12-28,693.67,hour,266.09,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Memorystore for Redis,Redis Capacity Standard M4,2024-12-01,2024-12-28,2807.71,gibibyte hour,137.58,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Standard Storage US Multi-region,2024-12-01,2024-12-28,675.8,gibibyte month,17.57,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Coldline Storage US Multi-region,2024-12-01,2024-12-28,2777.31,gibibyte month,19.44,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Class A Operations,2024-12-01,2024-12-28,14.66,10 thousand operations,0.73,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Storage,Network Egress,2024-12-01,2024-12-28,101.05,gibibyte,12.13,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Run,CPU Allocation Time,2024-12-01,2024-12-28,6770359.38,vcpu-second,162.49,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Run,Memory Allocation Time,2024-12-01,2024-12-28,6506107.8,gibibyte-second,16.27,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,CPU Time,2024-12-01,2024-12-28,1238242.21,GHz-second,12.38,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,Memory Time,2024-12-01,2024-12-28,473820.39,gibibyte-second,1.18,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Functions,Invocations,2024-12-01,2024-12-28,2461076.82,invocation,0.98,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud Pub/Sub,Message Delivery Basic,2024-12-01,2024-12-28,0.27,tebibyte,10.91,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,BigQuery,Analysis Bytes Processed,2024-12-01,2024-12-28,3.62,tebibyte,18.1,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,BigQuery,Active Storage,2024-12-01,2024-12-28,210.64,gibibyte month,4.21,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud DNS,Managed Zone,2024-12-01,2024-12-28,1.01,managed zone month,0.2,0.0,USD
01A2B3-C4D5E6-F7G8H9,novapay-production,NovaPay Production,Cloud DNS,Queries,2024-12-01,2024-12-28,4.96,million queries,1.99,0.0,USD
